playlist_name,num_tracks,track_name,track_duration,track_explicit,track_popularity,acousticness,danceability,energy,instrumentalness,key,loudness,mode,tempo,valence,artist1_name,artist2_name,artist3_name,album_name,album_type,album_popularity,album_release_date,genres,pop,indie,rock,edm,hip hop,dance,avg_artist_following,avg_artist_popularity,single
FIFA 16 Soundtrack,40,Can’t Keep Checking My Phone,256066,0,51,0.0532,0.706,0.958,0.00495,1,-2.839,1,114.73,0.88,Unknown Mortal Orchestra,,,Multi-Love,album,62,2015-05-26,"['chillwave', 'indie pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'new rave', 'portland hip hop', 'psychedelic pop']",1,1,1,0,1,0,561277.0,66.0,0
FIFA 16 Soundtrack,40,Movin' up,221474,0,32,0.00909,0.667,0.624,0.0307,4,-7.115,0,122.96700000000001,0.763,X-Wife,,,Movin' Up,single,25,2015-05-21,['portuguese rock'],0,0,1,0,0,0,6835.0,25.0,1
FIFA 16 Soundtrack,40,Gold,239533,0,0,0.124,0.546,0.728,2.64e-06,10,-6.685,0,128.045,0.335,Years & Years,,,Communion,album,0,2015-07-10,"['dance pop', 'edm', 'gauze pop', 'pop', 'tropical house']",1,0,0,1,0,1,1400808.0,73.0,0
FIFA 17 Soundtrack,48,I Trusted U,223227,0,26,0.0117,0.779,0.6809999999999999,4.63e-06,7,-4.837,1,102.01799999999999,0.779,Balkan Beat Box,,,I Trusted U,single,19,2016-02-25,"['balkan brass', 'gypsy fusion', 'gypsy punk', 'jewish hip hop', 'world fusion']",0,0,0,0,1,0,127444.0,46.0,1
FIFA 17 Soundtrack,48,Send Them Off!,200987,0,0,0.134,0.611,0.81,1.42e-06,10,-3.468,0,99.99600000000001,0.45,Bastille,,,Send Them Off!,single,0,2016-08-31,"['metropopolis', 'modern rock', 'pop', 'pop rock']",1,0,1,0,0,0,4348742.0,81.0,1
FIFA 17 Soundtrack,48,Appeals,240783,0,0,0.153,0.534,0.877,0.0593,8,-6.501,1,158.641,0.6779999999999999,Bayonne,,,Appeals,single,0,2016-01-15,['austindie'],0,1,0,0,0,0,20631.0,45.0,1
FIFA 17 Soundtrack,48,Slide To The Side,226083,0,35,0.009859999999999999,0.718,0.5760000000000001,0.0399,10,-5.992999999999999,0,97.07700000000001,0.488,Beaty Heart,,,Till The Tomb,album,29,2016-07-29,['shimmer psych'],0,0,0,0,0,0,4481.0,24.0,0
FIFA 17 Soundtrack,48,Up All Night,190447,0,0,0.00556,0.653,0.941,0.0788,1,-2.7089999999999996,0,110.01899999999999,0.688,Beck,,,Up All Night,single,0,2017-09-06,"['alternative rock', 'anti-folk', 'indie rock', 'modern rock', 'permanent wave', 'rock']",0,1,1,0,0,0,1110179.0,70.0,1
FIFA 17 Soundtrack,48,Be Your Love,194066,0,59,0.268,0.693,0.455,0.000127,2,-8.029,0,129.955,0.13699999999999998,Bishop Briggs,,,Be Your Love,single,52,2016-09-23,"['electropop', 'modern alternative rock', 'modern rock', 'pop']",1,0,1,1,0,0,581263.0,70.0,1
FIFA 17 Soundtrack,48,Tearing Me Up - RAC Mix,328266,0,43,0.0313,0.784,0.6659999999999999,0.000218,7,-7.986000000000001,1,114.978,0.361,Bob Moses,,,Tearing Me Up (RAC Mix),single,36,2016-02-12,"['canadian electronic', 'canadian house', 'indie soul', 'indietronica', 'tropical house']",0,1,0,1,0,0,208828.0,61.0,1
FIFA 17 Soundtrack,48,Vowels,185777,0,43,0.00216,0.664,0.7170000000000001,2.33e-05,9,-4.621,0,110.98700000000001,0.6559999999999999,Capital Cities,,,Vowels,single,36,2016-09-16,"['alternative dance', 'indie pop', 'metropopolis', 'modern rock']",1,1,1,0,0,1,683338.0,67.0,1
FIFA 17 Soundtrack,48,Postpone,245533,0,52,3.8799999999999994e-05,0.527,0.929,0.0014199999999999998,9,-3.858,1,138.02200000000002,0.305,Catfish and the Bottlemen,,,The Ride,album,67,2016-05-27,"['modern alternative rock', 'modern rock', 'rock', 'stomp pop', 'welsh rock']",1,0,1,0,0,0,823096.0,69.0,0
FIFA 17 Soundtrack,48,Un Sueño (feat. Aloe Blacc),180998,0,31,0.39899999999999997,0.773,0.9309999999999999,4.37e-06,0,-6.04,1,130.058,0.5479999999999999,Ceci Bastida,,,Un Sueño (feat. Aloe Blacc),single,24,2016-09-30,['deep latin alternative'],0,0,0,0,0,0,3544.0,26.0,1
FIFA 17 Soundtrack,48,Explotar,232992,1,28,0.0238,0.6629999999999999,0.9279999999999999,1.51e-05,7,-4.632,1,105.029,0.529,Compass: Mexican Institute Of Sound + Toy Selectah,,,Compass,album,25,2016-08-26,['nu-cumbia'],0,0,0,0,0,0,5488.0,31.0,0
FIFA 17 Soundtrack,48,Isombard,221253,0,43,0.000547,0.41100000000000003,0.8909999999999999,0.107,5,-7.978,1,170.024,0.359,Declan McKenna,,,Isombard,single,36,2016-09-02,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",1,1,1,0,0,0,541879.0,69.0,1
FIFA 17 Soundtrack,48,Shangri-La,221746,0,31,0.000299,0.529,0.633,0.36200000000000004,3,-8.302,0,169.05200000000002,0.319,Digitalism,,,Mirage,album,37,2016-05-13,"['alternative dance', 'big beat', 'dance-punk', 'disco house', 'electro house', 'electronica', 'indietronica', 'new rave']",0,1,0,1,0,1,260974.0,55.0,0
FIFA 17 Soundtrack,48,Play It Out,204919,0,0,2.08e-05,0.33799999999999997,0.958,1.25e-05,10,-2.374,0,145.02100000000002,0.231,DMA'S,,,Hills End,album,0,2016-02-26,"['australian indie', 'modern rock']",0,1,1,0,0,0,169956.0,66.0,0
FIFA 17 Soundtrack,48,High And Low,224840,0,0,0.0193,0.508,0.782,3.03e-06,1,-4.667,1,126.917,0.28600000000000003,Empire of the Sun,,,High And Low,single,0,2016-08-24,"['alternative dance', 'australian dance', 'australian electropop', 'dance-punk', 'electropop', 'indie pop', 'indietronica', 'neo-synthpop', 'new rave', 'pop']",1,1,0,1,0,1,944582.0,70.0,1
FIFA 17 Soundtrack,48,Pleasure,252567,0,31,0.0125,0.602,0.816,0.0605,10,-8.228,0,124.912,0.585,FRMTN,,,Pleasure,single,24,2016-04-21,[],0,0,0,0,0,0,780.0,28.0,1
FIFA 17 Soundtrack,48,Youth,230693,0,0,0.10800000000000001,0.648,0.733,0.00473,9,-7.803,0,96.00299999999999,0.752,Glass Animals,,,Youth,single,0,2016-07-18,"['gauze pop', 'modern rock', 'shiver pop']",1,0,1,0,0,0,1180743.0,75.0,1
FIFA 17 Soundtrack,48,Don't Stop Making It Happen,181093,0,0,0.0165,0.647,0.6609999999999999,0.0,9,-5.961,1,98.042,0.725,Grouplove,,,Big Mess,album,0,2016-09-09,"['indie pop', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",1,1,1,0,0,0,887196.0,72.0,0
FIFA 17 Soundtrack,48,Anyway,201280,0,0,0.11900000000000001,0.578,0.606,0.0,1,-4.338,1,102.068,0.455,Huntar,,,Anyway,single,0,2016-09-23,['uk pop'],1,0,0,0,0,0,16952.0,41.0,1
FIFA 17 Soundtrack,48,Surprise Yourself,260866,0,58,0.262,0.34600000000000003,0.429,0.0008269999999999999,8,-12.187000000000001,1,158.931,0.0885,Jack Garratt,,,Phase (Deluxe),album,60,2016-02-19,['indie r&b'],0,1,0,0,0,0,333438.0,60.0,0
FIFA 17 Soundtrack,48,O B 1,320436,0,0,0.00122,0.518,0.893,0.000381,5,-6.718999999999999,1,100.839,0.47600000000000003,Jagwar Ma,,,O B 1,single,0,2016-07-15,"['australian indie', 'new rave']",0,1,0,0,0,0,97375.0,40.0,1
FIFA 17 Soundtrack,48,Jusfayu (feat. No Wyld),207615,0,45,0.0592,0.846,0.715,0.0,11,-5.7829999999999995,0,120.016,0.629,KAMAUU,,,A Gorgeous Fortune EP,single,44,2016-07-01,['downtempo bass'],0,0,0,0,0,0,16210.0,50.0,1
FIFA 17 Soundtrack,48,Raging (feat. Kodaline),224486,0,63,0.0498,0.55,0.6890000000000001,0.0,3,-7.76,0,99.904,0.408,Kygo,,,Raging (feat. Kodaline),single,57,2016-04-01,"['edm', 'pop', 'tropical house']",1,0,0,1,0,0,6530116.0,90.0,1
FIFA 17 Soundtrack,48,We Got U,210040,0,41,0.015,0.5670000000000001,0.677,4.429999999999999e-05,11,-3.904,0,126.958,0.441,Lemaitre,The Knocks,,We Got U,single,35,2016-06-17,"['alternative dance', 'new french touch', 'norwegian pop', 'alternative dance', 'edm', 'indie pop', 'indie poptimism', 'indietronica', 'new french touch', 'nu disco', 'pop', 'tropical house', 'vapor soul']",1,1,0,1,0,1,144389.5,63.0,1
FIFA 17 Soundtrack,48,Painting (Masterpiece),243413,1,51,0.27699999999999997,0.726,0.861,4.12e-06,6,-5.172000000000001,1,91.962,0.711,Lewis Del Mar,,,Painting (Masterpiece),single,45,2016-07-22,"['indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'nyc pop', 'vapor soul']",1,1,1,0,0,0,135025.0,59.0,1
FIFA 17 Soundtrack,48,Love Songs,220886,0,40,0.191,0.768,0.772,0.0,2,-2.858,1,114.88799999999999,0.528,Lola Coca,,,Bad Girlfriend,single,33,2015-12-04,[],0,0,0,0,0,0,7464.0,34.0,1
FIFA 17 Soundtrack,48,Moving as One,326692,0,20,0.00231,0.706,0.838,0.0662,7,-6.535,1,113.90799999999999,0.48,LOYAL,,,Moving as One,single,14,2017-01-13,"['brighton indie', 'vapor soul']",0,1,0,0,0,0,6828.0,38.0,1
FIFA 17 Soundtrack,48,Almighty Gosh,215466,0,0,0.000655,0.54,0.883,0.00417,11,-5.026,1,124.96,0.261,Lucius,,,Good Grief,album,0,2016-03-11,"['indie folk', 'indie pop', 'new americana', 'stomp and holler']",1,1,0,0,0,0,122509.0,57.0,0
FIFA 17 Soundtrack,48,Blue,201120,0,32,0.0107,0.426,0.938,0.00278,9,-4.564,1,96.507,0.446,Howl,,,Blue,single,25,2016-05-06,[],0,0,0,0,0,0,1189.0,20.0,1
FIFA 17 Soundtrack,48,Electrify,217146,0,33,0.0011300000000000001,0.6920000000000001,0.758,0.0993,8,-3.758,1,102.01899999999999,0.349,Oliver,,,Electrify,single,26,2016-09-08,"['alternative dance', 'electro house', 'filter house', 'new french touch', 'nu disco']",0,0,0,1,0,1,42257.0,52.0,1
FIFA 17 Soundtrack,48,Chariots,276586,0,0,0.000125,0.257,0.973,0.006670000000000001,0,-4.887,1,129.05100000000002,0.45799999999999996,Paper Route,,,Chariots,single,0,2016-06-12,"['christian rock', 'dreamo']",0,0,1,0,0,0,30450.0,38.0,1
FIFA 17 Soundtrack,48,Let Me Hear You (Scream),227931,0,34,0.0025399999999999997,0.8029999999999999,0.713,0.568,10,-9.986,0,127.985,0.8859999999999999,Paul Kalkbrenner,,,Let Me Hear You (Scream),single,27,2016-09-08,"['electronica', 'german techno', 'leipzig electronic', 'minimal techno', 'tech house', 'tropical house']",0,0,0,1,0,0,818329.0,68.0,1
FIFA 17 Soundtrack,48,Same Old Blues,211106,0,0,0.0662,0.585,0.6970000000000001,6.83e-06,6,-3.3760000000000003,0,122.01700000000001,0.182,Phantogram,,,Same Old Blues,single,0,2016-09-16,"['alternative dance', 'chillwave', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'metropopolis', 'modern rock', 'shimmer pop', 'vapor soul']",1,1,1,1,0,1,566342.0,62.0,1
FIFA 17 Soundtrack,48,Shelter,218964,0,0,0.00293,0.276,0.7959999999999999,0.0,0,-4.499,1,199.52599999999998,0.26,Porter Robinson,Madeon,,Shelter,single,0,2016-08-12,"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton', 'progressive electro house', 'big room', 'complextro', 'edm', 'electro house', 'electropop', 'filter house']",1,0,0,1,0,0,657792.5,65.5,1
FIFA 17 Soundtrack,48,GET OVER IT,203866,1,37,0.0836,0.643,0.903,0.0009480000000000001,2,-4.239,1,121.99600000000001,0.8290000000000001,RAT BOY,,,GET OVER IT,single,31,2016-07-07,"['english indie rock', 'modern alternative rock', 'modern rock', 'rock']",0,1,1,0,0,0,88950.0,49.0,1
FIFA 17 Soundtrack,48,Sto bene così,196813,0,41,0.00916,0.7040000000000001,0.898,1.21e-06,2,-3.455,1,100.00399999999999,0.16899999999999998,Rocco Hunt,,,SignorHunt - Wake Up Edition,album,51,2016-03-04,"['italian hip hop', 'pop virale italiano', 'rap napoletano']",1,0,0,0,1,0,743840.0,72.0,0
FIFA 17 Soundtrack,48,Bye Bye,192124,0,41,0.0281,0.698,0.8079999999999999,4.7799999999999996e-05,11,-5.732,1,124.036,0.9209999999999999,SAFIA,,,Internal,album,45,2016-09-09,"['australian indie', 'australian pop', 'indietronica']",1,1,0,0,0,0,108101.0,56.0,0
FIFA 17 Soundtrack,48,Move,189466,0,42,0.0179,0.638,0.8170000000000001,0.0,10,-5.021,0,101.02799999999999,0.716,Saint Motel,,,Move,single,35,2016-08-12,"['indie pop', 'indie poptimism', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",1,1,1,0,0,0,400540.0,68.0,1
FIFA 17 Soundtrack,48,Porcelain,241173,1,41,0.39899999999999997,0.611,0.556,0.00022799999999999999,1,-7.31,1,125.979,0.23,Skott,,,Porcelain / Wolf,single,39,2016-07-27,"['electropop', 'indie electropop', 'indie poptimism', 'vapor soul']",1,1,0,1,0,0,91372.0,53.0,1
FIFA 17 Soundtrack,48,Protocol,245809,0,30,0.000466,0.45899999999999996,0.937,2.7899999999999997e-05,7,-4.46,0,96.725,0.409,Society,,,Protocol,single,23,2015-08-21,[],0,0,0,0,0,0,4587.0,32.0,1
FIFA 17 Soundtrack,48,Satisfied,178426,0,31,0.0142,0.7240000000000001,0.899,0.00165,7,-4.013999999999999,0,115.006,0.531,SOULS,,,Satisfied,single,24,2016-10-12,[],0,0,0,0,0,0,5342.0,35.0,1
FIFA 17 Soundtrack,48,Who Are You?,195372,0,0,0.00435,0.405,0.9670000000000001,0.239,10,-3.975,0,169.933,0.9570000000000001,Spring King,,,Who Are You?,single,0,2015-10-28,"['english indie rock', 'garage rock revival', 'manchester indie', 'modern alternative rock']",0,1,1,0,0,0,28250.0,35.0,1
FIFA 17 Soundtrack,48,Вера и Надежда (WIN),200208,0,0,0.0034100000000000003,0.56,0.929,0.0,0,-5.2989999999999995,1,143.97899999999998,0.46,ST,,,Вера и Надежда (WIN),single,0,2016-09-26,['russian hip hop'],0,0,0,0,1,0,5022.0,40.0,1
FIFA 17 Soundtrack,48,Rumbera,212520,0,19,0.0109,0.7929999999999999,0.8340000000000001,0.000343,7,-7.156000000000001,1,115.006,0.858,Systema Solar,,,Rumbera,single,13,2016-12-09,"['champeta', 'colombian hip hop', 'colombian rock', 'latin alternative', 'latin rock', 'nu-cumbia']",0,0,1,0,1,0,111809.0,49.0,1
FIFA 17 Soundtrack,48,Run,359785,0,0,0.57,0.556,0.898,0.897,1,-5.465,1,125.99,0.127,Tourist,,,U,album,0,2016-05-06,"['chillwave', 'electronica', 'indie soul', 'indietronica', 'new french touch', 'shimmer pop', 'tropical house', 'vapor soul']",1,1,0,1,0,0,106095.0,62.0,0
FIFA 17 Soundtrack,48,Are We Ready? (Wreck),230853,0,0,0.00662,0.607,0.7959999999999999,0.00771,2,-5.524,0,93.984,0.735,Two Door Cinema Club,,,Are We Ready? (Wreck),single,0,2016-06-15,"['alternative dance', 'indie pop', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie', 'rock']",1,1,1,0,0,1,1881438.0,72.0,1
FIFA 17 Soundtrack,48,Adrenaline,170106,0,41,0.0548,0.659,0.987,0.657,11,-2.815,0,127.99600000000001,0.434,Zedd,Grey,,Adrenaline,single,34,2016-09-02,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'post-teen pop', 'tropical house', 'pop edm']",1,0,0,1,0,1,2593707.0,77.0,1
FIFA 17 Soundtrack,48,Money,307186,0,47,0.0378,0.675,0.685,0.0135,11,-7.593999999999999,0,109.98,0.127,ZHU,,,GENERATIONWHY,album,65,2016-07-29,['edm'],0,0,0,1,0,0,579831.0,71.0,0
FIFA 18 Soundtrack,45,Deadcrush,231013,0,55,0.0959,0.648,0.622,0.47700000000000004,9,-6.651,0,142.97899999999998,0.604,alt-J,,,RELAXER,album,58,2017-06-02,"['indie rock', 'modern rock']",0,1,1,0,0,0,2580161.0,75.0,0
FIFA 18 Soundtrack,45,Energy,192000,0,49,0.0305,0.517,0.611,0.000207,5,-9.183,0,121.116,0.7020000000000001,Avelino,,,Energy,single,42,2017-02-10,"['grime', 'uk alternative hip hop', 'uk hip hop']",0,0,0,0,1,0,103303.0,58.0,1
FIFA 18 Soundtrack,45,Wages - PHRESSSH Mix,175382,0,0,0.00399,0.48,0.902,0.0175,9,-2.597,1,98.03200000000001,0.67,Bad Sounds,,,PHRESSSH - EP,single,0,2017-05-26,"['english indie rock', 'modern alternative rock', 'modern rock']",0,1,1,0,0,0,27333.0,45.0,1
FIFA 18 Soundtrack,45,L'Hiver Indien - Radio Edit,207681,0,42,0.23800000000000002,0.735,0.672,0.0,2,-8.461,1,124.929,0.424,Baloji,,,L'Hiver Indien (Radio Edit),single,35,2017-09-01,['belgian hip hop'],0,0,0,0,1,0,19847.0,37.0,1
FIFA 18 Soundtrack,45,Faded Heart,215048,0,35,0.0179,0.505,0.9209999999999999,0.0162,11,-4.9719999999999995,1,139.954,0.387,BØRNS,,,Faded Heart,single,28,2017-07-28,"['electropop', 'indie pop', 'modern rock', 'pop']",1,1,1,1,0,0,817563.0,71.0,1
FIFA 18 Soundtrack,45,Standing In The Middle Of The Field,331080,0,0,0.45799999999999996,0.706,0.845,0.0,0,-6.044,1,115.00200000000001,0.6890000000000001,Cut Copy,,,Standing In The Middle Of The Field,single,0,2017-08-04,"['alternative dance', 'australian dance', 'australian electropop', 'chillwave', 'dance-punk', 'electronic rock', 'electronica', 'electropop', 'filter house', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave', 'nu disco', 'shimmer pop']",1,1,1,1,0,1,266349.0,56.0,1
FIFA 18 Soundtrack,45,Tic Tac Toe,234514,0,0,0.000559,0.514,0.92,0.000362,11,-7.42,1,133.05200000000002,0.552,Django Django,,,Tic Tac Toe,single,0,2017-10-10,"['alternative dance', 'chamber psych', 'dance-punk', 'electronic rock', 'new rave', 'shimmer pop']",1,0,1,1,0,1,208746.0,49.0,1
FIFA 18 Soundtrack,45,King Ruby,220051,0,37,0.442,0.7120000000000001,0.674,0.0866,7,-6.56,1,103.04,0.39799999999999996,IDER,,,King Ruby,single,30,2016-09-23,"['electropop', 'vapor soul']",1,0,0,1,0,0,32191.0,51.0,1
FIFA 18 Soundtrack,45,Top of the World,205520,0,0,0.11,0.62,0.762,0.0626,9,-6.854,1,150.039,0.304,Kimbra,,,Top of the World,single,0,2017-11-10,"['bergen indie', 'electropop', 'nz pop']",1,1,0,1,0,0,339644.0,70.0,1
FIFA 18 Soundtrack,45,Drown,188032,0,0,0.28600000000000003,0.71,0.8759999999999999,0.0,10,-4.123,1,116.11399999999999,0.6679999999999999,Kovic,,,Drown,single,0,2017-09-29,['uk dance'],0,0,0,0,0,1,10690.0,46.0,1
FIFA 18 Soundtrack,45,Supercut,277506,0,67,0.21899999999999997,0.562,0.43700000000000006,2.18e-05,0,-10.229,1,124.852,0.15,Lorde,,,Melodrama,album,76,2017-06-16,"['art pop', 'dance pop', 'metropopolis', 'nz pop', 'pop']",1,0,0,0,0,1,6113479.0,80.0,0
FIFA 18 Soundtrack,45,Automatic,215626,0,37,0.000684,0.48100000000000004,0.945,0.0,5,-4.289,1,120.012,0.43700000000000006,Mondo Cozmo,,,Plastic Soul,album,46,2017-08-04,"['alternative americana', 'modern alternative rock']",0,0,1,0,0,0,28570.0,49.0,0
FIFA 18 Soundtrack,45,helpline (feat. Tom Tripp),204626,0,46,0.0277,0.63,0.738,0.507,7,-6.382000000000001,1,94.915,0.6940000000000001,Mura Masa,,,Mura Masa,album,69,2017-07-14,"['channel islands indie', 'vapor soul']",0,1,0,0,0,0,529787.0,69.0,0
FIFA 18 Soundtrack,45,La Ciudad,271136,0,52,0.00534,0.6629999999999999,0.84,0.342,9,-5.617999999999999,0,108.022,0.2,ODESZA,,,A Moment Apart,album,71,2017-09-08,"['chillwave', 'ninja', 'tropical house']",0,0,0,1,0,0,1164326.0,74.0,0
FIFA 18 Soundtrack,45,Falcon Eye,234202,0,40,0.0111,0.631,0.764,5.5799999999999994e-05,9,-4.34,1,96.535,0.145,Off Bloom,,,Falcon Eye,single,33,2017-02-17,['danish electropop'],1,0,0,1,0,0,9593.0,37.0,1
FIFA 18 Soundtrack,45,Heart Attack (feat. De La Soul),230480,0,38,0.106,0.831,0.862,5.22e-06,2,-4.101,1,100.024,0.628,Oliver,,,Full Circle,album,50,2017-08-25,"['alternative dance', 'electro house', 'filter house', 'new french touch', 'nu disco']",0,0,0,1,0,1,42257.0,52.0,0
FIFA 18 Soundtrack,45,Míol Mór Mara,225994,0,36,0.00112,0.317,0.875,0.00015800000000000002,9,-6.6979999999999995,1,179.979,0.376,Outsider,,,Outsider,single,29,2017-09-13,[],0,0,0,0,0,0,1883.0,26.0,1
FIFA 18 Soundtrack,45,Slip Away,165329,0,60,0.371,0.603,0.509,2.6600000000000003e-05,1,-6.824,1,136.592,0.5720000000000001,Perfume Genius,,,No Shape,album,59,2017-05-05,"['art pop', 'chamber pop', 'chamber psych', 'chillwave', 'electropop', 'experimental pop', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'seattle indie']",1,1,1,1,0,0,258203.0,63.0,0
FIFA 18 Soundtrack,45,Throw It In The Fire,321026,0,38,0.0007740000000000001,0.8690000000000001,0.7090000000000001,0.000204,5,-6.767,1,120.035,0.9009999999999999,Phantoms,,,Phantoms,album,45,2017-03-31,"['edm', 'la pop']",1,0,0,1,0,0,28393.0,51.0,0
FIFA 18 Soundtrack,45,Live in the Moment,246786,0,63,0.002,0.546,0.583,0.17300000000000001,6,-7.317,0,128.017,0.235,Portugal. The Man,,,Woodstock,album,74,2017-06-16,"['indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",1,1,1,0,0,0,1107379.0,72.0,0
FIFA 18 Soundtrack,45,The Beautiful Game,272586,0,39,0.374,0.44299999999999995,0.643,0.000106,2,-6.519,1,105.0,0.451,RAC,,,The Beautiful Game,single,33,2017-06-20,"['alternative dance', 'chillwave', 'electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'shimmer pop', 'vapor soul']",1,1,0,1,0,1,131796.0,63.0,1
FIFA 18 Soundtrack,45,Dagombas en Tamale,235573,0,47,0.00387,0.608,0.8420000000000001,0.0,1,-4.522,1,82.916,0.726,Residente,,,Residente,album,60,2017-03-31,['venezuelan hip hop'],0,0,0,0,1,0,735291.0,70.0,0
FIFA 18 Soundtrack,45,Never Enough,298520,1,0,0.0124,0.511,0.8909999999999999,0.0,4,-4.44,1,158.99,0.536,Rex Orange County,,,Apricot Princess,album,0,2017-04-26,"['bedroom pop', 'indie r&b', 'pop']",1,1,0,0,0,0,2227071.0,80.0,0
FIFA 18 Soundtrack,45,Mean Demeanor,181405,0,29,0.0018,0.677,0.675,0.007240000000000001,1,-7.662000000000001,1,150.261,0.523,Run The Jewels,,,Mean Demeanor,single,23,2017-09-29,"['hip hop', 'political hip hop']",0,0,0,0,1,0,752731.0,75.0,1
FIFA 18 Soundtrack,45,&Run,226587,0,59,0.0203,0.764,0.6609999999999999,0.00017900000000000001,5,-8.276,1,92.01799999999999,0.479,Sir Sly,,,"Don't You Worry, Honey",album,60,2017-06-30,"['electropop', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'shimmer pop', 'vapor soul']",1,1,1,1,0,0,201829.0,57.0,0
FIFA 18 Soundtrack,45,Star Roving,338869,0,51,0.0733,0.326,0.932,0.725,9,-4.909,1,143.92700000000002,0.397,Slowdive,,,Slowdive,album,58,2017-05-05,"['alternative rock', 'art pop', 'dream pop', 'indie rock', 'nu gaze', 'reading indie', 'shoegaze', 'slowcore']",1,1,1,0,0,0,319102.0,58.0,0
FIFA 18 Soundtrack,45,"Best Friend (feat. NERVO, The Knocks & ALISA UENO)",184880,1,1,0.0109,0.6990000000000001,0.7,0.0794,11,-5.704,1,102.023,0.3,Sofi Tukker,,,"Best Friend (feat. NERVO, The Knocks & ALISA UENO)",single,0,2017-09-12,"['electropop', 'pop']",1,0,0,1,0,0,405831.0,73.0,1
FIFA 18 Soundtrack,45,Something For Your M.I.N.D.,165391,0,58,0.132,0.698,0.542,0.00117,2,-4.317,1,140.096,0.664,Superorganism,,,Something For Your M.I.N.D.,single,51,2017-09-05,['art pop'],1,0,0,0,0,0,181356.0,59.0,1
FIFA 18 Soundtrack,45,Jungle (Radio Edit),237567,0,0,0.17800000000000002,0.541,0.718,0.0,1,-5.544,0,146.037,0.541,Tash Sultana,,,Jungle (Radio Edit),single,0,2016-12-19,['australian reggae fusion'],0,0,0,0,0,0,1112807.0,70.0,1
FIFA 18 Soundtrack,45,Ça Va Pas La Tête?,179689,0,21,0.168,0.7829999999999999,0.716,0.00599,9,-6.9510000000000005,1,108.00299999999999,0.9159999999999999,Témé Tan,,,Ça Va Pas La Tête?,single,15,2017-01-13,['belgian pop'],1,0,0,0,0,0,9348.0,46.0,1
FIFA 18 Soundtrack,45,Stay With Me,194960,0,25,0.000125,0.257,0.85,0.000171,9,-3.4010000000000002,1,146.749,0.462,The Amazons,,,The Amazons,album,23,2017-05-26,"['english indie rock', 'garage rock revival', 'modern alternative rock', 'modern rock', 'reading indie', 'rock']",0,1,1,0,0,0,89549.0,52.0,0
FIFA 18 Soundtrack,45,The System Only Dreams in Total Darkness,236746,0,0,0.156,0.596,0.912,0.794,0,-6.74,0,110.01299999999999,0.371,The National,,,The System Only Dreams in Total Darkness,single,0,2017-05-11,"['indie rock', 'modern rock']",0,1,1,0,0,0,1202568.0,70.0,1
FIFA 18 Soundtrack,45,Holding On,350893,0,58,0.000611,0.444,0.9390000000000001,0.009859999999999999,6,-5.027,1,150.084,0.6859999999999999,The War On Drugs,,,A Deeper Understanding,album,63,2017-08-25,"['indie rock', 'modern rock', 'philly indie']",0,1,1,0,0,0,599016.0,63.0,0
FIFA 18 Soundtrack,45,Dangerous,250000,0,54,0.00224,0.774,0.7090000000000001,0.00224,8,-6.166,1,119.98200000000001,0.565,The xx,,,I See You,album,65,2017-01-13,"['downtempo', 'dream pop', 'indietronica']",1,1,0,0,0,0,3420080.0,71.0,0
FIFA 18 Soundtrack,45,Found What I've Been Looking For,193680,0,53,0.0322,0.626,0.826,0.0,3,-4.734,0,107.073,0.7879999999999999,Tom Grennan,,,Found What I've Been Looking For - EP,single,48,2017-08-04,"['indie anthem-folk', 'modern rock', 'uk pop']",1,1,1,0,0,0,180319.0,63.0,1
FIFA 18 Soundtrack,45,Sisyphus,205527,0,0,0.125,0.457,0.946,0.456,1,-5.544,0,169.997,0.7,Toothless,,,The Pace Of The Passing,album,0,2017-01-27,[],0,0,0,0,0,0,4470.0,24.0,0
FIFA 18 Soundtrack,45,Deflect the Light,249549,0,0,0.000746,0.561,0.905,0.0644,8,-6.216,0,132.004,0.21899999999999997,Vessels,The Flaming Lips,,Deflect the Light,single,0,2017-06-28,"['alternative rock', 'art rock', 'indie pop', 'indie rock', 'modern rock', 'noise pop', 'okc indie', 'rock']",1,1,1,0,0,0,287590.5,50.0,1
